Provinces Name,Provinces Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Jakarta Utara, Kota",ID.JK.JU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Jakarta Utara, Kota",ID.JK.JU,Total Population (in number of people),SP.POP.TOTL,1729444,1747315,1764614,1781316,1797292,1812915,1827731
"Jakarta Utara, Kota",ID.JK.JU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Jakarta Utara, Kota",ID.JK.JU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Jakarta Utara, Kota",ID.JK.JU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6,5.91,5.57,5.59,5.35,5.04,6.78
"Boalemo, Kab.",ID.GO.BO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Boalemo, Kab.",ID.GO.BO,Total Population (in number of people),SP.POP.TOTL,145580,149832,154008,158333,162577,167024,171376
"Boalemo, Kab.",ID.GO.BO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Boalemo, Kab.",ID.GO.BO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Boalemo, Kab.",ID.GO.BO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.79,21.67,21.11,21.85,20.33,18.87,18.57
"Bone Bolango, Kab.",ID.GO.BB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bone Bolango, Kab.",ID.GO.BB,Total Population (in number of people),SP.POP.TOTL,151094,153166,155238,157186,159194,161236,163102
"Bone Bolango, Kab.",ID.GO.BB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bone Bolango, Kab.",ID.GO.BB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bone Bolango, Kab.",ID.GO.BB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,16.68,18.49,17.97,17.81,17.4,16.12,15.81
"Gorontalo Utara, Kab.",ID.GO.GU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Gorontalo Utara, Kab.",ID.GO.GU,Total Population (in number of people),SP.POP.TOTL,109502,110700,111824,112975,114036,115072,116139
"Gorontalo Utara, Kab.",ID.GO.GU,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Gorontalo Utara, Kab.",ID.GO.GU,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Gorontalo Utara, Kab.",ID.GO.GU,Poverty Rate (in % of population),SI.POV.NAPR.ZS,18.34,18.93,18.51,19.23,18.54,16.95,16.88
"Gorontalo, Kab.",ID.GO.GM,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Gorontalo, Kab.",ID.GO.GM,Total Population (in number of people),SP.POP.TOTL,368149,370441,372856,374923,377048,378527,380291
"Gorontalo, Kab.",ID.GO.GM,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Gorontalo, Kab.",ID.GO.GM,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Gorontalo, Kab.",ID.GO.GM,Poverty Rate (in % of population),SI.POV.NAPR.ZS,21.05,21.8,21.03,20.55,19.84,15.52,15.22
"Gorontalo, Kota",ID.GO.GR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Gorontalo, Kota",ID.GO.GR,Total Population (in number of people),SP.POP.TOTL,197970,202202,206454,210782,215086,219399,223703
"Gorontalo, Kota",ID.GO.GR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Gorontalo, Kota",ID.GO.GR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Gorontalo, Kota",ID.GO.GR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.85,6.05,6.05,5.7,5.57,5.45,5.59
"Pohuwato, Kab.",ID.GO.PO,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Pohuwato, Kab.",ID.GO.PO,Total Population (in number of people),SP.POP.TOTL,143338,146896,150385,153991,157551,161373,164965
"Pohuwato, Kab.",ID.GO.PO,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Pohuwato, Kab.",ID.GO.PO,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Pohuwato, Kab.",ID.GO.PO,Poverty Rate (in % of population),SI.POV.NAPR.ZS,20.69,22.43,21.17,21.27,19.4,18.16,17.62
"Batang Hari, Kab.",ID.JA.BA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Batang Hari, Kab.",ID.JA.BA,Total Population (in number of people),SP.POP.TOTL,257201,260631,263896,266971,269966,272879,275504
"Batang Hari, Kab.",ID.JA.BA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Batang Hari, Kab.",ID.JA.BA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Batang Hari, Kab.",ID.JA.BA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.5,10.69,10.79,10.33,10.23,9.75,9.65
"Bungo, Kab.",ID.JA.BT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bungo, Kab.",ID.JA.BT,Total Population (in number of people),SP.POP.TOTL,336320,344100,351878,359590,367182,374770,382311
"Bungo, Kab.",ID.JA.BT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bungo, Kab.",ID.JA.BT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bungo, Kab.",ID.JA.BT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.12,5.7,5.99,5.82,5.78,5.6,5.8
"Jambi, Kota",ID.JA.JA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Jambi, Kota",ID.JA.JA,Total Population (in number of people),SP.POP.TOTL,568062,576067,583487,591134,598103,604736,611353
"Jambi, Kota",ID.JA.JA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Jambi, Kota",ID.JA.JA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Jambi, Kota",ID.JA.JA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.94,9.67,8.87,8.84,8.49,8.12,8.27
"Kerinci, Kab.",ID.JA.KE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kerinci, Kab.",ID.JA.KE,Total Population (in number of people),SP.POP.TOTL,234003,234882,235802,236782,237791,238682,239606
"Kerinci, Kab.",ID.JA.KE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Kerinci, Kab.",ID.JA.KE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Kerinci, Kab.",ID.JA.KE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.43,8.16,7.48,7.45,7.07,7.13,7.3
"Merangin, Kab.",ID.JA.SB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Merangin, Kab.",ID.JA.SB,Total Population (in number of people),SP.POP.TOTL,360187,366315,372205,377905,383480,388928,394174
"Merangin, Kab.",ID.JA.SB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Merangin, Kab.",ID.JA.SB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Merangin, Kab.",ID.JA.SB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,9.37,9.8,9.95,9.43,8.88,8.48,8.63
"Muaro Jambi, Kab.",ID.JA.MJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Muaro Jambi, Kab.",ID.JA.MJ,Total Population (in number of people),SP.POP.TOTL,388323,399157,410337,421179,432305,443364,454524
"Muaro Jambi, Kab.",ID.JA.MJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Muaro Jambi, Kab.",ID.JA.MJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Muaro Jambi, Kab.",ID.JA.MJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.45,4.63,4.3,4.37,4.05,3.83,3.83
"Sarolangun, Kab.",ID.JA.SA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sarolangun, Kab.",ID.JA.SA,Total Population (in number of people),SP.POP.TOTL,272203,278222,284201,290231,295985,301908,307585
"Sarolangun, Kab.",ID.JA.SA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sarolangun, Kab.",ID.JA.SA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sarolangun, Kab.",ID.JA.SA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.17,10.29,9.33,8.87,8.73,8.45,8.42
"Sungai Penuh, Kota",ID.JA.SP,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Sungai Penuh, Kota",ID.JA.SP,Total Population (in number of people),SP.POP.TOTL,86220,87132,87971,88918,89944,90910,91739
"Sungai Penuh, Kota",ID.JA.SP,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Sungai Penuh, Kota",ID.JA.SP,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Sungai Penuh, Kota",ID.JA.SP,Poverty Rate (in % of population),SI.POV.NAPR.ZS,3.33,3.43,3.13,2.78,2.76,2.81,3.03
"Tanjung Jabung Barat, Kab.",ID.JA.TJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tanjung Jabung Barat, Kab.",ID.JA.TJ,Total Population (in number of people),SP.POP.TOTL,304899,310914,316811,322527,328343,333932,339286
"Tanjung Jabung Barat, Kab.",ID.JA.TJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tanjung Jabung Barat, Kab.",ID.JA.TJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tanjung Jabung Barat, Kab.",ID.JA.TJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.64,12.63,11.81,11.32,11.1,10.56,10.29
"Tanjung Jabung Timur, Kab.",ID.JA.TT,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tanjung Jabung Timur, Kab.",ID.JA.TT,Total Population (in number of people),SP.POP.TOTL,212084,213670,215316,216777,218413,219985,221619
"Tanjung Jabung Timur, Kab.",ID.JA.TT,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tanjung Jabung Timur, Kab.",ID.JA.TT,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tanjung Jabung Timur, Kab.",ID.JA.TT,Poverty Rate (in % of population),SI.POV.NAPR.ZS,13.55,14.17,12.76,12.58,12.38,11.54,10.95
"Tebo, Kab.",ID.JA.TE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Tebo, Kab.",ID.JA.TE,Total Population (in number of people),SP.POP.TOTL,324919,330962,337022,343003,348760,354485,360193
"Tebo, Kab.",ID.JA.TE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Tebo, Kab.",ID.JA.TE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Tebo, Kab.",ID.JA.TE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.89,7.12,6.87,6.79,6.58,6.47,6.26
"Bandung Barat, Kab.",ID.JR.BB,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bandung Barat, Kab.",ID.JR.BB,Total Population (in number of people),SP.POP.TOTL,1609512,1629423,1648387,1666510,1683711,1699896,1714982
"Bandung Barat, Kab.",ID.JR.BB,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bandung Barat, Kab.",ID.JR.BB,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bandung Barat, Kab.",ID.JR.BB,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.26,12.67,11.71,11.49,10.06,9.38,10.49
"Bandung, Kab.",ID.JR.BD,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bandung, Kab.",ID.JR.BD,Total Population (in number of people),SP.POP.TOTL,3470393,3534114,3596623,3657601,3717291,3775279,3831505
"Bandung, Kab.",ID.JR.BD,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bandung, Kab.",ID.JR.BD,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bandung, Kab.",ID.JR.BD,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.65,8,7.61,7.36,6.65,5.94,6.91
"Bandung, Kota",ID.JR.BN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bandung, Kota",ID.JR.BN,Total Population (in number of people),SP.POP.TOTL,2470802,2481469,2490622,2497938,2503708,2507888,2510103
"Bandung, Kota",ID.JR.BN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bandung, Kota",ID.JR.BN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bandung, Kota",ID.JR.BN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.65,4.61,4.32,4.17,3.57,3.38,3.99
"Banjar, Kota",ID.JR.BJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Banjar, Kota",ID.JR.BJ,Total Population (in number of people),SP.POP.TOTL,180515,181425,181901,182388,182819,183110,183299
"Banjar, Kota",ID.JR.BJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Banjar, Kota",ID.JR.BJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Banjar, Kota",ID.JR.BJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,6.95,7.41,7.01,7.06,5.7,5.5,6.09
"Bekasi, Kab.",ID.JR.BS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bekasi, Kab.",ID.JR.BS,Total Population (in number of people),SP.POP.TOTL,3122698,3246013,3371691,3500023,3630907,3763886,3899017
"Bekasi, Kab.",ID.JR.BS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bekasi, Kab.",ID.JR.BS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bekasi, Kab.",ID.JR.BS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,4.97,5.27,4.92,4.73,4.37,4.01,4.82
"Bekasi, Kota",ID.JR.BK,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bekasi, Kota",ID.JR.BK,Total Population (in number of people),SP.POP.TOTL,2642508,2714825,2787205,2859630,2931897,3003923,3075690
"Bekasi, Kota",ID.JR.BK,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bekasi, Kota",ID.JR.BK,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bekasi, Kota",ID.JR.BK,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.25,5.46,5.06,4.79,4.11,3.81,4.38
"Bogor, Kab.",ID.JR.BR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bogor, Kab.",ID.JR.BR,Total Population (in number of people),SP.POP.TOTL,5331149,5459668,5587390,5715009,5840907,5965410,6088233
"Bogor, Kab.",ID.JR.BR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bogor, Kab.",ID.JR.BR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bogor, Kab.",ID.JR.BR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.91,8.96,8.83,8.57,7.14,6.66,7.69
"Bogor, Kota",ID.JR.BG,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Bogor, Kota",ID.JR.BG,Total Population (in number of people),SP.POP.TOTL,1030720,1047922,1064687,1081009,1096828,1112081,1126927
"Bogor, Kota",ID.JR.BG,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Bogor, Kota",ID.JR.BG,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Bogor, Kota",ID.JR.BG,Poverty Rate (in % of population),SI.POV.NAPR.ZS,7.74,7.6,7.29,7.11,5.93,5.77,6.68
"Ciamis, Kab.",ID.JR.CS,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Ciamis, Kab.",ID.JR.CS,Total Population (in number of people),SP.POP.TOTL,1162102,1168682,1175389,1181981,1188629,1195176,1201685
"Ciamis, Kab.",ID.JR.CS,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Ciamis, Kab.",ID.JR.CS,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Ciamis, Kab.",ID.JR.CS,Poverty Rate (in % of population),SI.POV.NAPR.ZS,8.38,8.98,8.42,8.2,7.22,6.65,7.62
"Cianjur, Kab.",ID.JR.CJ,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Cianjur, Kab.",ID.JR.CJ,Total Population (in number of people),SP.POP.TOTL,2235418,2243904,2250977,2256589,2260620,2263072,2264328
"Cianjur, Kab.",ID.JR.CJ,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Cianjur, Kab.",ID.JR.CJ,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Cianjur, Kab.",ID.JR.CJ,Poverty Rate (in % of population),SI.POV.NAPR.ZS,11.47,12.21,11.62,11.41,9.81,9.15,10.36
"Cimahi, Kota",ID.JR.CI,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Cimahi, Kota",ID.JR.CI,Total Population (in number of people),SP.POP.TOTL,579015,586580,594021,601099,607811,614304,620393
"Cimahi, Kota",ID.JR.CI,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Cimahi, Kota",ID.JR.CI,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Cimahi, Kota",ID.JR.CI,Poverty Rate (in % of population),SI.POV.NAPR.ZS,5.47,5.84,5.92,5.76,4.94,4.39,5.11
"Cirebon, Kab.",ID.JR.CR,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Cirebon, Kab.",ID.JR.CR,Total Population (in number of people),SP.POP.TOTL,2109588,2126179,2142999,2159577,2176213,2192903,2209633
"Cirebon, Kab.",ID.JR.CR,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Cirebon, Kab.",ID.JR.CR,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Cirebon, Kab.",ID.JR.CR,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.22,14.77,13.49,12.97,10.7,9.94,11.24
"Cirebon, Kota",ID.JR.CE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Cirebon, Kota",ID.JR.CE,Total Population (in number of people),SP.POP.TOTL,304584,307494,310486,313325,316277,319312,322322
"Cirebon, Kota",ID.JR.CE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Cirebon, Kota",ID.JR.CE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Cirebon, Kota",ID.JR.CE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.03,10.36,9.73,9.66,8.88,8.41,9.52
"Depok, Kota",ID.JR.DE,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Depok, Kota",ID.JR.DE,Total Population (in number of people),SP.POP.TOTL,2033508,2106102,2179813,2254513,2330333,2406826,2484186
"Depok, Kota",ID.JR.DE,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Depok, Kota",ID.JR.DE,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Depok, Kota",ID.JR.DE,Poverty Rate (in % of population),SI.POV.NAPR.ZS,2.32,2.4,2.34,2.34,2.14,2.07,2.45
"Garut, Kab.",ID.JR.GA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Garut, Kab.",ID.JR.GA,Total Population (in number of people),SP.POP.TOTL,2526186,2548723,2569505,2588839,2606399,2622425,2636637
"Garut, Kab.",ID.JR.GA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Garut, Kab.",ID.JR.GA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Garut, Kab.",ID.JR.GA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,12.47,12.81,11.64,11.27,9.27,8.98,9.98
"Indramayu, Kab.",ID.JR.IN,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Indramayu, Kab.",ID.JR.IN,Total Population (in number of people),SP.POP.TOTL,1682022,1691386,1700815,1709994,1719187,1728469,1737624
"Indramayu, Kab.",ID.JR.IN,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Indramayu, Kab.",ID.JR.IN,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Indramayu, Kab.",ID.JR.IN,Poverty Rate (in % of population),SI.POV.NAPR.ZS,14.29,14.98,13.95,13.67,11.89,11.11,12.7
"Karawang, Kab.",ID.JR.KA,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Karawang, Kab.",ID.JR.KA,Total Population (in number of people),SP.POP.TOTL,2250120,2273579,2295778,2316489,2336009,2353915,2370488
"Karawang, Kab.",ID.JR.KA,Total GDP based on expenditure (in IDR Million),NE.GDI.TOTL.CR,..,..,..,..,..,..,..
"Karawang, Kab.",ID.JR.KA,"Total GDP including Oil and Gas (in IDR Million), Constant Price",NA.GDP.INC.OG.KR,..,..,..,..,..,..,..
"Karawang, Kab.",ID.JR.KA,Poverty Rate (in % of population),SI.POV.NAPR.ZS,10.15,10.37,10.07,10.25,8.06,7.39,8.26
"Kuningan, Kab.",ID.JR.KU,Percentage of Population in Urban Areas (in % of Total Population),SP.URB.TOTL.ZS,..,..,..,..,..,..,..
"Kuningan, Kab.",ID.JR.KU,Total Population (in number of people),SP.POP.TOTL,1049084,1055417,1061886,1068201,1074497,1080804,1087105
