"event_id_cnty","NAME_2","TYPE_2","district"
"IDN10631","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1936","Kota Semarang","Kota","Semarang, Kota"
"IDN1935","Muara Enim","Kabupaten","Muara Enim, Kab."
"IDN104","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10869","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN654","Sumba Barat","Kabupaten","Sumba Barat, Kab."
"IDN1939","Sumba Barat","Kabupaten","Sumba Barat, Kab."
"IDN1940","Deli Serdang","Kabupaten","Deli Serdang, Kab."
"IDN1941","Makassar","Kota","Makassar, Kota"
"IDN1937","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN1938","Kota Tasikmalaya","Kota","Tasikmalaya, Kota"
"IDN1945","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN1943","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN1944","Kota Pontianak","Kota","Pontianak, Kota"
"IDN1942","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1946","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1947","Bulukumba","Kabupaten","Bulukumba, Kab."
"IDN107","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN6540","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15540","Merauke","Kabupaten","Merauke, Kab."
"IDN15544","Pegunungan Bintang","Kabupaten","Pegunungan Bintang, Kab."
"IDN1948","Gresik","Kabupaten","Gresik, Kab."
"IDN1951","Surabaya","Kota","Surabaya, Kota"
"IDN1950","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN10632","Kota Bandung","Kota","Bandung, Kota"
"IDN1949","Makassar","Kota","Makassar, Kota"
"IDN1952","Bandung","Kabupaten","Bandung, Kab."
"IDN3296","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN1953","Kota Bandung","Kota","Bandung, Kota"
"IDN1955","Kota Malang","Kota","Malang, Kota"
"IDN1956","Kota Pontianak","Kota","Pontianak, Kota"
"IDN1954","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN3297","Makassar","Kota","Makassar, Kota"
"IDN105","Kota Bandung","Kota","Bandung, Kota"
"IDN10870","Tanjungpinang","Kota","Tanjungpinang, Kota"
"IDN3298","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN108","Aceh Timur","Kabupaten","Aceh Timur, Kab."
"IDN1957","Aceh Timur","Kabupaten","Aceh Timur, Kab."
"IDN1958","Makassar","Kota","Makassar, Kota"
"IDN1959","Polewali Mandar","Kabupaten","Polewali Mandar, Kab."
"IDN19980","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN1960","Kota Bandung","Kota","Bandung, Kota"
"IDN1961","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15542","Merauke","Kabupaten","Merauke, Kab."
"IDN1963","Cianjur","Kabupaten","Cianjur, Kab."
"IDN1965","Karawang","Kabupaten","Karawang, Kab."
"IDN1964","Gresik","Kabupaten","Gresik, Kab."
"IDN112","Rokan Hulu","Kabupaten","Rokan Hulu, Kab."
"IDN113","Parigi Moutong","Kabupaten","Parigi Moutong, Kab."
"IDN1962","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10871","Jambi","Kota","Jambi, Kota"
"IDN111","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN1968","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN115","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1967","Palopo","Kota","Palopo, Kota"
"IDN1969","Sidenreng Rappang","Kabupaten","Sidenreng Rappang, Kab."
"IDN15551","Manokwari","Kabupaten","Manokwari, Kab."
"IDN1970","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN1971","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN10872","Surabaya","Kota","Surabaya, Kota"
"IDN15541","Merauke","Kabupaten","Merauke, Kab."
"IDN10873","Temanggung","Kabupaten","Temanggung, Kab."
"IDN1972","Jambi","Kota","Jambi, Kota"
"IDN1973","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN15546","Mimika","Kabupaten","Mimika, Kab."
"IDN657","Lombok Timur","Kabupaten","Lombok Timur, Kab."
"IDN658","Lombok Timur","Kabupaten","Lombok Timur, Kab."
"IDN1974","Kota Medan","Kota","Medan, Kota"
"IDN10874","Kota Bandung","Kota","Bandung, Kota"
"IDN1975","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1976","Gresik","Kabupaten","Gresik, Kab."
"IDN1978","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN1977","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15547","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN15548","Biak Numfor","Kabupaten","Biak Numfor, Kab."
"IDN1979","Palopo","Kota","Palopo, Kota"
"IDN15538","Merauke","Kabupaten","Merauke, Kab."
"IDN1980","Kampar","Kabupaten","Kampar, Kab."
"IDN1983","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN1982","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1981","Batam","Kota","Batam, Kota"
"IDN3303","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN15549","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN1984","Pangkajene Dan Kepulauan","Kabupaten","Pangkajene Dan Kepulauan, Kab."
"IDN125","Kota Bogor","Kota","Bogor, Kota"
"IDN1985","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1986","Makassar","Kota","Makassar, Kota"
"IDN15729","Kota Pontianak","Kota","Pontianak, Kota"
"IDN1987","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN10875","Palu","Kota","Palu, Kota"
"IDN1988","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1990","Kota Semarang","Kota","Semarang, Kota"
"IDN1989","Kota Pontianak","Kota","Pontianak, Kota"
"IDN1992","Kota Semarang","Kota","Semarang, Kota"
"IDN1991","Makassar","Kota","Makassar, Kota"
"IDN219","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN1993","Kota Semarang","Kota","Semarang, Kota"
"IDN1994","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN15553","Kota Jayapura","Kota","Jayapura, Kota"
"IDN660","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN1995","Kota Semarang","Kota","Semarang, Kota"
"IDN1996","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN221","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN1997","Balikpapan","Kota","Balikpapan, Kota"
"IDN1998","Boyolali","Kabupaten","Boyolali, Kab."
"IDN10633","Mimika","Kabupaten","Mimika, Kab."
"IDN15539","Kota Jayapura","Kota","Jayapura, Kota"
"IDN15543","Dogiyai","Kabupaten","Dogiyai, Kab."
"IDN3306","Empat Lawang","Kabupaten","Empat Lawang, Kab."
"IDN15552","Kota Jayapura","Kota","Jayapura, Kota"
"IDN1999","Aceh Utara","Kabupaten","Aceh Utara, Kab."
"IDN225","Sarolangun","Kabupaten","Sarolangun, Kab."
"IDN2000","Surabaya","Kota","Surabaya, Kota"
"IDN2001","Majene","Kabupaten","Majene, Kab."
"IDN226","Bungo","Kabupaten","Bungo, Kab."
"IDN10876","Cianjur","Kabupaten","Cianjur, Kab."
"IDN2002","Jember","Kabupaten","Jember, Kab."
"IDN2003","Aceh Utara","Kabupaten","Aceh Utara, Kab."
"IDN2005","Wajo","Kabupaten","Wajo, Kab."
"IDN2004","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15545","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN2006","Lahat","Kabupaten","Lahat, Kab."
"IDN2007","Muara Enim","Kabupaten","Muara Enim, Kab."
"IDN2008","Donggala","Kabupaten","Donggala, Kab."
"IDN2009","Gowa","Kabupaten","Gowa, Kab."
"IDN3308","Surakarta","Kota","Surakarta, Kota"
"IDN666","Kota Malang","Kota","Malang, Kota"
"IDN2010","Kepulauan Talaud","Kabupaten","Kepulauan Talaud, Kab."
"IDN10877","Ogan Komering Ulu","Kabupaten","Ogan Komering Ulu, Kab."
"IDN2012","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN2011","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2013","Pamekasan","Kabupaten","Pamekasan, Kab."
"IDN2014","Alor","Kabupaten","Alor, Kab."
"IDN15531","Merauke","Kabupaten","Merauke, Kab."
"IDN669","Surabaya","Kota","Surabaya, Kota"
"IDN2015","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN2016","Gowa","Kabupaten","Gowa, Kab."
"IDN3309","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN10878","Banggai","Kabupaten","Banggai, Kab."
"IDN15764","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2017","Kota Kupang","Kota","Kupang, Kota"
"IDN2018","Tuban","Kabupaten","Tuban, Kab."
"IDN2019","Gresik","Kabupaten","Gresik, Kab."
"IDN10636","Surabaya","Kota","Surabaya, Kota"
"IDN2020","Tarakan","NA","Tarakan, Kab."
"IDN2023","Sukoharjo","Kabupaten","Sukoharjo, Kab."
"IDN2024","Wajo","Kabupaten","Wajo, Kab."
"IDN2022","Kota Cirebon","Kota","Cirebon, Kota"
"IDN236","Jakarta Timur","Kota","Jakarta Timur, Kota"
"IDN2025","Tapanuli Utara","Kabupaten","Tapanuli Utara, Kab."
"IDN2021","Kampar","Kabupaten","Kampar, Kab."
"IDN2026","Tapanuli Utara","Kabupaten","Tapanuli Utara, Kab."
"IDN2027","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN10766","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN2030","Makassar","Kota","Makassar, Kota"
"IDN2028","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2029","Dumai","Kota","Dumai, Kota"
"IDN10879","Kota Bogor","Kota","Bogor, Kota"
"IDN15771","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2031","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15752","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN410","Denpasar","Kota","Denpasar, Kota"
"IDN3312","Gunung Kidul","Kabupaten","Gunung Kidul, Kab."
"IDN2032","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN411","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2033","Palopo","Kota","Palopo, Kota"
"IDN2034","Dompu","Kabupaten","Dompu, Kab."
"IDN2035","Surabaya","Kota","Surabaya, Kota"
"IDN10880","Temanggung","Kabupaten","Temanggung, Kab."
"IDN2036","Belitung Timur","Kabupaten","Belitung Timur, Kab."
"IDN2037","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN2039","Surabaya","Kota","Surabaya, Kota"
"IDN3313","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2038","Kota Magelang","Kota","Magelang, Kota"
"IDN2040","Kota Bandung","Kota","Bandung, Kota"
"IDN15676","Mimika","Kabupaten","Mimika, Kab."
"IDN15753","Merauke","Kabupaten","Merauke, Kab."
"IDN15755","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN15765","Kota Malang","Kota","Malang, Kota"
"IDN2041","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN10881","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15679","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN414","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN415","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10638","Kota Kediri","Kota","Kediri, Kota"
"IDN2043","Jember","Kabupaten","Jember, Kab."
"IDN2042","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15696","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2044","Makassar","Kota","Makassar, Kota"
"IDN2045","Kota Tasikmalaya","Kota","Tasikmalaya, Kota"
"IDN15532","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2046","Kota Bandung","Kota","Bandung, Kota"
"IDN10882","Batang Hari","Kabupaten","Batang Hari, Kab."
"IDN10639","Kota Bandung","Kota","Bandung, Kota"
"IDN6342","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2047","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10885","Mukomuko","Kabupaten","Mukomuko, Kab."
"IDN10884","Karimun","Kabupaten","Karimun, Kab."
"IDN2048","Bengkulu","Kota","Bengkulu, Kota"
"IDN2049","Jambi","Kota","Jambi, Kota"
"IDN15527","Kota Jayapura","Kota","Jayapura, Kota"
"IDN15528","Manokwari","Kabupaten","Manokwari, Kab."
"IDN15529","Mimika","Kabupaten","Mimika, Kab."
"IDN2050","Kota Medan","Kota","Medan, Kota"
"IDN15719","Kota Jayapura","Kota","Jayapura, Kota"
"IDN10883","Palembang","Kota","Palembang, Kota"
"IDN3316","Mamuju","Kabupaten","Mamuju, Kab."
"IDN2051","Bojonegoro","Kabupaten","Bojonegoro, Kab."
"IDN2052","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN15692","Mimika","Kabupaten","Mimika, Kab."
"IDN2053","Kota Semarang","Kota","Semarang, Kota"
"IDN10886","Pulau Morotai","Kabupaten","Pulau Morotai, Kab."
"IDN418","Denpasar","Kota","Denpasar, Kota"
"IDN419","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2054","Batam","Kota","Batam, Kota"
"IDN3317","Mamasa","Kabupaten","Mamasa, Kab."
"IDN417","Surabaya","Kota","Surabaya, Kota"
"IDN420","Ternate","Kota","Ternate, Kota"
"IDN15718","Kota Malang","Kota","Malang, Kota"
"IDN3318","Surabaya","Kota","Surabaya, Kota"
"IDN2056","Kota Mojokerto","Kota","Mojokerto, Kota"
"IDN2055","Aceh Tamiang","Kabupaten","Aceh Tamiang, Kab."
"IDN10640","Kota Bandung","Kota","Bandung, Kota"
"IDN422","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN15172","Manokwari","Kabupaten","Manokwari, Kab."
"IDN15530","Kota Jayapura","Kota","Jayapura, Kota"
"IDN3320","Surabaya","Kota","Surabaya, Kota"
"IDN3321","Kota Kupang","Kota","Kupang, Kota"
"IDN2057","Surabaya","Kota","Surabaya, Kota"
"IDN2059","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2058","Pangkalpinang","Kota","Pangkalpinang, Kota"
"IDN672","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN674","Surabaya","Kota","Surabaya, Kota"
"IDN3322","Surabaya","Kota","Surabaya, Kota"
"IDN15731","Deiyai","Kabupaten","Deiyai, Kab."
"IDN2060","Sinjai","Kabupaten","Sinjai, Kab."
"IDN424","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2061","Polewali Mandar","Kabupaten","Polewali Mandar, Kab."
"IDN10887","Temanggung","Kabupaten","Temanggung, Kab."
"IDN675","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2063","Bengkulu","Kota","Bengkulu, Kota"
"IDN2062","Kota Bandung","Kota","Bandung, Kota"
"IDN2064","Makassar","Kota","Makassar, Kota"
"IDN3323","Kota Blitar","Kota","Blitar, Kota"
"IDN2065","Situbondo","Kabupaten","Situbondo, Kab."
"IDN15173","Manokwari","Kabupaten","Manokwari, Kab."
"IDN15512","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2066","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN2067","Luwu Utara","Kabupaten","Luwu Utara, Kab."
"IDN10888","Pasaman Barat","Kabupaten","Pasaman Barat, Kab."
"IDN2068","Jombang","Kabupaten","Jombang, Kab."
"IDN676","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2069","Kota Cirebon","Kota","Cirebon, Kota"
"IDN2070","Kota Malang","Kota","Malang, Kota"
"IDN2071","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN426","Kota Jayapura","Kota","Jayapura, Kota"
"IDN677","Jayapura","Kabupaten","Jayapura, Kab."
"IDN2072","Balikpapan","Kota","Balikpapan, Kota"
"IDN2073","Kota Tangerang","Kota","Tangerang, Kota"
"IDN2075","Kota Medan","Kota","Medan, Kota"
"IDN2076","Surakarta","Kota","Surakarta, Kota"
"IDN2074","Kota Kupang","Kota","Kupang, Kota"
"IDN427","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2077","Nagan Raya","Kabupaten","Nagan Raya, Kab."
"IDN678","Teluk Bintuni","Kabupaten","Teluk Bintuni, Kab."
"IDN3324","Gowa","Kabupaten","Gowa, Kab."
"IDN2079","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN428","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2078","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN3325","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2080","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN429","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2083","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2081","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2082","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN3326","Ambon","Kota","Ambon, Kota"
"IDN15682","Kota Jayapura","Kota","Jayapura, Kota"
"IDN3327","Gresik","Kabupaten","Gresik, Kab."
"IDN2086","Makassar","Kota","Makassar, Kota"
"IDN2084","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15730","Kendari","Kota","Kendari, Kota"
"IDN2085","Jambi","Kota","Jambi, Kota"
"IDN431","Kota Malang","Kota","Malang, Kota"
"IDN2089","Kota Semarang","Kota","Semarang, Kota"
"IDN2088","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN430","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2087","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10641","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN2091","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN2090","Banjarmasin","Kota","Banjarmasin, Kota"
"IDN3329","Kota Bima","Kota","Bima, Kota"
"IDN3330","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN2093","Subang","Kabupaten","Subang, Kab."
"IDN2094","Mamuju","Kabupaten","Mamuju, Kab."
"IDN2092","Makassar","Kota","Makassar, Kota"
"IDN10642","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15517","Merauke","Kabupaten","Merauke, Kab."
"IDN15521","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2097","Karawang","Kabupaten","Karawang, Kab."
"IDN2095","Kota Bandung","Kota","Bandung, Kota"
"IDN2101","Makassar","Kota","Makassar, Kota"
"IDN2098","Kota Kediri","Kota","Kediri, Kota"
"IDN2099","Kudus","Kabupaten","Kudus, Kab."
"IDN2096","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2100","Bengkulu","Kota","Bengkulu, Kota"
"IDN2102","Kendari","Kota","Kendari, Kota"
"IDN2105","Aceh Tengah","Kabupaten","Aceh Tengah, Kab."
"IDN2104","Mamuju Utara","Kabupaten","Mamuju Utara, Kab."
"IDN2103","Pamekasan","Kabupaten","Pamekasan, Kab."
"IDN2106","Batang Hari","Kabupaten","Batang Hari, Kab."
"IDN3331","Jambi","Kota","Jambi, Kota"
"IDN432","Kota Medan","Kota","Medan, Kota"
"IDN15518","Merauke","Kabupaten","Merauke, Kab."
"IDN15522","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN3332","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN2108","Pangkajene Dan Kepulauan","Kabupaten","Pangkajene Dan Kepulauan, Kab."
"IDN2109","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2107","Teluk Bintuni","Kabupaten","Teluk Bintuni, Kab."
"IDN2110","Makassar","Kota","Makassar, Kota"
"IDN15519","Merauke","Kabupaten","Merauke, Kab."
"IDN2111","Surakarta","Kota","Surakarta, Kota"
"IDN2118","Kota Medan","Kota","Medan, Kota"
"IDN2116","Lhokseumawe","Kota","Lhokseumawe, Kota"
"IDN2112","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2119","Kota Mojokerto","Kota","Mojokerto, Kota"
"IDN2114","Gresik","Kabupaten","Gresik, Kab."
"IDN2117","Mamuju","Kabupaten","Mamuju, Kab."
"IDN2121","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN2120","Poso","Kabupaten","Poso, Kab."
"IDN3333","Pangkalpinang","Kota","Pangkalpinang, Kota"
"IDN2115","Jember","Kabupaten","Jember, Kab."
"IDN433","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN434","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2113","Batam","Kota","Batam, Kota"
"IDN10889","Kota Binjai","Kota","Binjai, Kota"
"IDN435","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN436","Kota Jayapura","Kota","Jayapura, Kota"
"IDN438","Bitung","Kota","Bitung, Kota"
"IDN3334","Kota Malang","Kota","Malang, Kota"
"IDN3335","Kota Malang","Kota","Malang, Kota"
"IDN2122","Bondowoso","Kabupaten","Bondowoso, Kab."
"IDN2123","Brebes","Kabupaten","Brebes, Kab."
"IDN2131","Banggai Kepulauan","Kabupaten","Banggai Kepulauan, Kab."
"IDN2129","Ngawi","Kabupaten","Ngawi, Kab."
"IDN2128","Mamuju","Kabupaten","Mamuju, Kab."
"IDN2127","Luwu Timur","Kabupaten","Luwu Timur, Kab."
"IDN2126","Klaten","Kabupaten","Klaten, Kab."
"IDN2125","Karimun","Kabupaten","Karimun, Kab."
"IDN2130","Sidenreng Rappang","Kabupaten","Sidenreng Rappang, Kab."
"IDN437","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2124","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2132","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN15525","Merauke","Kabupaten","Merauke, Kab."
"IDN15526","Merauke","Kabupaten","Merauke, Kab."
"IDN439","Lombok Utara","Kabupaten","Lombok Utara, Kab."
"IDN3336","Lahat","Kabupaten","Lahat, Kab."
"IDN2133","Kota Bandung","Kota","Bandung, Kota"
"IDN2135","Kota Malang","Kota","Malang, Kota"
"IDN2134","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15513","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2138","Surabaya","Kota","Surabaya, Kota"
"IDN2136","Bojonegoro","Kabupaten","Bojonegoro, Kab."
"IDN2137","Toraja Utara","Kabupaten","Toraja Utara, Kab."
"IDN683","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2142","Surabaya","Kota","Surabaya, Kota"
"IDN2140","Makassar","Kota","Makassar, Kota"
"IDN2141","Toraja Utara","Kabupaten","Toraja Utara, Kab."
"IDN15516","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2143","Barru","Kabupaten","Barru, Kab."
"IDN2144","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN3337","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN440","Pegunungan Bintang","Kabupaten","Pegunungan Bintang, Kab."
"IDN2145","Cimahi","Kota","Cimahi, Kota"
"IDN2146","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN3339","Jombang","Kabupaten","Jombang, Kab."
"IDN2147","Cimahi","Kota","Cimahi, Kota"
"IDN10643","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2148","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2149","Jambi","Kota","Jambi, Kota"
"IDN10890","Bandar Lampung","Kota","Bandar Lampung, Kota"
"IDN15520","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN2150","Sukabumi","Kabupaten","Sukabumi, Kab."
"IDN2151","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN443","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN15524","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN15514","Kota Jayapura","Kota","Jayapura, Kota"
"IDN15707","Tolikara","Kabupaten","Tolikara, Kab."
"IDN2153","Bima","Kabupaten","Bima, Kab."
"IDN2152","Cimahi","Kota","Cimahi, Kota"
"IDN444","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2154","Kota Tangerang","Kota","Tangerang, Kota"
"IDN11555","Denpasar","Kota","Denpasar, Kota"
"IDN2155","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN2156","Simalungun","Kabupaten","Simalungun, Kab."
"IDN2157","Kota Bandung","Kota","Bandung, Kota"
"IDN445","Bantul","Kabupaten","Bantul, Kab."
"IDN684","Makassar","Kota","Makassar, Kota"
"IDN3340","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN2158","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN2160","Mamuju","Kabupaten","Mamuju, Kab."
"IDN2159","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2162","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN2161","Kota Kupang","Kota","Kupang, Kota"
"IDN2163","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN3341","Surakarta","Kota","Surakarta, Kota"
"IDN2164","Ambon","Kota","Ambon, Kota"
"IDN2165","Tangerang","Kabupaten","Tangerang, Kab."
"IDN2166","Kota Tangerang","Kota","Tangerang, Kota"
"IDN447","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2168","Surabaya","Kota","Surabaya, Kota"
"IDN2167","Sinjai","Kabupaten","Sinjai, Kab."
"IDN2169","Mamuju","Kabupaten","Mamuju, Kab."
"IDN686","Nabire","Kabupaten","Nabire, Kab."
"IDN2170","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2172","Surakarta","Kota","Surakarta, Kota"
"IDN2171","Kotamobagu","Kota","Kotamobagu, Kota"
"IDN3343","Aceh Tamiang","Kabupaten","Aceh Tamiang, Kab."
"IDN2176","Pangkalpinang","Kota","Pangkalpinang, Kota"
"IDN2173","Kota Bandung","Kota","Bandung, Kota"
"IDN2174","Pinrang","Kabupaten","Pinrang, Kab."
"IDN2175","Kotamobagu","Kota","Kotamobagu, Kota"
"IDN2178","Kota Semarang","Kota","Semarang, Kota"
"IDN2177","Jombang","Kabupaten","Jombang, Kab."
"IDN15523","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN448","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2179","Kota Bandung","Kota","Bandung, Kota"
"IDN2180","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10644","Tanjungpinang","Kota","Tanjungpinang, Kota"
"IDN10891","Mataram","Kota","Mataram, Kota"
"IDN3344","Poso","Kabupaten","Poso, Kab."
"IDN2181","Samarinda","Kota","Samarinda, Kota"
"IDN2182","Jeneponto","Kabupaten","Jeneponto, Kab."
"IDN2184","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2183","Kota Blitar","Kota","Blitar, Kota"
"IDN15515","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2186","Jepara","Kabupaten","Jepara, Kab."
"IDN2187","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2185","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2189","Kota Semarang","Kota","Semarang, Kota"
"IDN2188","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN10892","Mimika","Kabupaten","Mimika, Kab."
"IDN2190","Banjarnegara","Kabupaten","Banjarnegara, Kab."
