"event_id_cnty","NAME_2","TYPE_2","district"
"IDN2300","Sabang","Kota","Sabang, Kota"
"IDN2299","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2301","Surabaya","Kota","Surabaya, Kota"
"IDN240","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN241","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2304","Mimika","Kabupaten","Mimika, Kab."
"IDN2306","Mandailing Natal","Kabupaten","Mandailing Natal, Kab."
"IDN244","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN245","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2307","Kota Cirebon","Kota","Cirebon, Kota"
"IDN2310","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN246","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN249","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN253","Bangkalan","Kabupaten","Bangkalan, Kab."
"IDN252","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN11552","Bangkalan","Kabupaten","Bangkalan, Kab."
"IDN254","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN255","Kota Bandung","Kota","Bandung, Kota"
"IDN2316","Bima","Kabupaten","Bima, Kab."
"IDN2315","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2317","Sumba Barat","Kabupaten","Sumba Barat, Kab."
"IDN258","Mataram","Kota","Mataram, Kota"
"IDN2318","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN259","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2319","Kota Jayapura","Kota","Jayapura, Kota"
"IDN260","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2320","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2322","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2323","Kota Tasikmalaya","Kota","Tasikmalaya, Kota"
"IDN2325","Kendari","Kota","Kendari, Kota"
"IDN2326","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2324","Kota Bandung","Kota","Bandung, Kota"
"IDN261","Kota Medan","Kota","Medan, Kota"
"IDN262","Kota Medan","Kota","Medan, Kota"
"IDN263","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN264","Makassar","Kota","Makassar, Kota"
"IDN265","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN266","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2327","Kota Medan","Kota","Medan, Kota"
"IDN2328","Lampung Timur","Kabupaten","Lampung Timur, Kab."
"IDN2329","Surabaya","Kota","Surabaya, Kota"
"IDN2330","Makassar","Kota","Makassar, Kota"
"IDN2331","Kutai Timur","Kabupaten","Kutai Timur, Kab."
"IDN267","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2332","Mojokerto","Kabupaten","Mojokerto, Kab."
"IDN2334","Bogor","Kabupaten","Bogor, Kab."
"IDN2333","Batam","Kota","Batam, Kota"
"IDN268","Kota Bogor","Kota","Bogor, Kota"
"IDN2335","Gresik","Kabupaten","Gresik, Kab."
"IDN2337","Mamuju Utara","Kabupaten","Mamuju Utara, Kab."
"IDN2341","Kota Malang","Kota","Malang, Kota"
"IDN2342","Surabaya","Kota","Surabaya, Kota"
"IDN2343","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2340","Batam","Kota","Batam, Kota"
"IDN2345","Sleman","Kabupaten","Sleman, Kab."
"IDN2346","Kota Bogor","Kota","Bogor, Kota"
"IDN2347","Surabaya","Kota","Surabaya, Kota"
"IDN270","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN271","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2348","Kota Medan","Kota","Medan, Kota"
"IDN272","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2351","Pamekasan","Kabupaten","Pamekasan, Kab."
"IDN2350","Mojokerto","Kabupaten","Mojokerto, Kab."
"IDN2349","Kota Malang","Kota","Malang, Kota"
"IDN273","Semarang","Kabupaten","Semarang, Kab."
"IDN275","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2352","Kota Malang","Kota","Malang, Kota"
"IDN276","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN2353","Bima","Kabupaten","Bima, Kab."
"IDN2357","Surakarta","Kota","Surakarta, Kota"
"IDN2354","Kota Bandung","Kota","Bandung, Kota"
"IDN2355","Kota Malang","Kota","Malang, Kota"
"IDN2356","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN277","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN278","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2359","Badung","Kabupaten","Badung, Kab."
"IDN2361","Gresik","Kabupaten","Gresik, Kab."
"IDN2360","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2363","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN280","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN279","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2364","Jepara","Kabupaten","Jepara, Kab."
"IDN282","Makassar","Kota","Makassar, Kota"
"IDN283","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN281","Jepara","Kabupaten","Jepara, Kab."
"IDN2365","Kota Bandung","Kota","Bandung, Kota"
"IDN2367","Lhokseumawe","Kota","Lhokseumawe, Kota"
"IDN285","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN18202","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2369","Kota Malang","Kota","Malang, Kota"
"IDN287","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2371","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2370","Bangkalan","Kabupaten","Bangkalan, Kab."
"IDN288","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2374","Kampar","Kabupaten","Kampar, Kab."
"IDN2373","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN289","Mimika","Kabupaten","Mimika, Kab."
"IDN2375","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN2377","Bangkalan","Kabupaten","Bangkalan, Kab."
"IDN291","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2378","Mimika","Kabupaten","Mimika, Kab."
"IDN290","Mimika","Kabupaten","Mimika, Kab."
"IDN2379","Tanjungpinang","Kota","Tanjungpinang, Kota"
"IDN2376","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2380","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN292","Mimika","Kabupaten","Mimika, Kab."
"IDN293","Mimika","Kabupaten","Mimika, Kab."
"IDN294","Mimika","Kabupaten","Mimika, Kab."
"IDN2382","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN2383","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN2385","Pamekasan","Kabupaten","Pamekasan, Kab."
"IDN2386","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN2384","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN2388","Sumbawa Barat","Kabupaten","Sumbawa Barat, Kab."
"IDN2390","Ogan Ilir","Kabupaten","Ogan Ilir, Kab."
"IDN296","Kota Bogor","Kota","Bogor, Kota"
"IDN297","Denpasar","Kota","Denpasar, Kota"
"IDN2393","Makassar","Kota","Makassar, Kota"
"IDN2394","Muara Enim","Kabupaten","Muara Enim, Kab."
"IDN2392","Jambi","Kota","Jambi, Kota"
"IDN2391","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN299","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2396","Kota Sorong","Kota","Sorong, Kota"
"IDN2397","Sorong Selatan","Kabupaten","Sorong Selatan, Kab."
"IDN2395","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2398","Gowa","Kabupaten","Gowa, Kab."
"IDN301","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2399","Kota Cirebon","Kota","Cirebon, Kota"
"IDN2400","Makassar","Kota","Makassar, Kota"
"IDN2401","Kota Malang","Kota","Malang, Kota"
"IDN303","Kota Medan","Kota","Medan, Kota"
"IDN304","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2402","Kota Tangerang","Kota","Tangerang, Kota"
"IDN2404","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN305","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2403","Batam","Kota","Batam, Kota"
"IDN307","Surabaya","Kota","Surabaya, Kota"
"IDN308","Banyumas","Kabupaten","Banyumas, Kab."
"IDN309","Cilacap","Kabupaten","Cilacap, Kab."
"IDN310","Purbalingga","Kabupaten","Purbalingga, Kab."
"IDN311","Banjarnegara","Kabupaten","Banjarnegara, Kab."
"IDN2405","Kota Malang","Kota","Malang, Kota"
"IDN2407","Surabaya","Kota","Surabaya, Kota"
"IDN2406","Batam","Kota","Batam, Kota"
"IDN2409","Kota Malang","Kota","Malang, Kota"
"IDN2408","Jakarta Timur","Kota","Jakarta Timur, Kota"
"IDN2411","Cianjur","Kabupaten","Cianjur, Kab."
"IDN312","Rembang","Kabupaten","Rembang, Kab."
"IDN2412","Berau","Kabupaten","Berau, Kab."
"IDN2410","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2413","Surabaya","Kota","Surabaya, Kota"
"IDN2414","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2415","Muara Enim","Kabupaten","Muara Enim, Kab."
"IDN2416","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2417","Kota Medan","Kota","Medan, Kota"
"IDN313","Sarolangun","Kabupaten","Sarolangun, Kab."
"IDN2418","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2419","Kota Malang","Kota","Malang, Kota"
"IDN11553","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN314","Kota Medan","Kota","Medan, Kota"
"IDN22354","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2420","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2421","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2422","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2423","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN2426","Mamuju Utara","Kabupaten","Mamuju Utara, Kab."
"IDN2425","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2429","Fakfak","Kabupaten","Fakfak, Kab."
"IDN2430","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2431","Kaimana","Kabupaten","Kaimana, Kab."
"IDN2432","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2433","Merauke","Kabupaten","Merauke, Kab."
"IDN2434","Surabaya","Kota","Surabaya, Kota"
"IDN601","Kaimana","Kabupaten","Kaimana, Kab."
"IDN602","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2435","Kupang","Kabupaten","Kupang, Kab."
"IDN315","Mataram","Kota","Mataram, Kota"
"IDN2436","Kebumen","Kabupaten","Kebumen, Kab."
"IDN2437","Samarinda","Kota","Samarinda, Kota"
"IDN2438","Cianjur","Kabupaten","Cianjur, Kab."
"IDN2439","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2440","Kepulauan Anambas","Kabupaten","Kepulauan Anambas, Kab."
"IDN603","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2442","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2443","Bima","Kabupaten","Bima, Kab."
"IDN316","Kota Jayapura","Kota","Jayapura, Kota"
"IDN317","Kota Kupang","Kota","Kupang, Kota"
"IDN2444","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2445","Surabaya","Kota","Surabaya, Kota"
"IDN2446","Jambi","Kota","Jambi, Kota"
"IDN2448","Kota Sorong","Kota","Sorong, Kota"
"IDN2447","Kota Sorong","Kota","Sorong, Kota"
"IDN318","Sumbawa Barat","Kabupaten","Sumbawa Barat, Kab."
"IDN2449","Deli Serdang","Kabupaten","Deli Serdang, Kab."
"IDN2450","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN319","Mimika","Kabupaten","Mimika, Kab."
"IDN2453","Kota Bogor","Kota","Bogor, Kota"
"IDN2455","Lhokseumawe","Kota","Lhokseumawe, Kota"
"IDN2457","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN2456","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN320","Manokwari","Kabupaten","Manokwari, Kab."
"IDN321","Makassar","Kota","Makassar, Kota"
"IDN2452","Biak Numfor","Kabupaten","Biak Numfor, Kab."
"IDN2454","Kota Jayapura","Kota","Jayapura, Kota"
"IDN604","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2458","Gresik","Kabupaten","Gresik, Kab."
"IDN2460","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2459","Jombang","Kabupaten","Jombang, Kab."
"IDN605","Biak Numfor","Kabupaten","Biak Numfor, Kab."
"IDN606","Jayapura","Kabupaten","Jayapura, Kab."
"IDN325","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2467","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN2468","Nabire","Kabupaten","Nabire, Kab."
"IDN2469","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN326","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2470","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2471","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN2472","Jakarta Barat","Kota","Jakarta Barat, Kota"
"IDN607","Yahukimo","Kabupaten","Yahukimo, Kab."
"IDN608","Kota Jayapura","Kota","Jayapura, Kota"
"IDN610","Nabire","Kabupaten","Nabire, Kab."
"IDN611","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN2474","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2473","Manokwari","Kabupaten","Manokwari, Kab."
"IDN2475","Makassar","Kota","Makassar, Kota"
"IDN327","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN2476","Ambon","Kota","Ambon, Kota"
"IDN2477","Kaimana","Kabupaten","Kaimana, Kab."
"IDN2478","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN2479","Makassar","Kota","Makassar, Kota"
"IDN328","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2481","Kota Bandung","Kota","Bandung, Kota"
"IDN2482","Jember","Kabupaten","Jember, Kab."
"IDN329","Kota Medan","Kota","Medan, Kota"
"IDN2487","Kota Sorong","Kota","Sorong, Kota"
"IDN330","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2488","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2490","Banyu Asin","Kabupaten","Banyu Asin, Kab."
"IDN2492","Makassar","Kota","Makassar, Kota"
"IDN2491","Bogor","Kabupaten","Bogor, Kab."
"IDN331","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2493","Kota Malang","Kota","Malang, Kota"
"IDN2495","Luwu Timur","Kabupaten","Luwu Timur, Kab."
"IDN2496","Sleman","Kabupaten","Sleman, Kab."
"IDN2497","Kota Kediri","Kota","Kediri, Kota"
"IDN333","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2498","Fakfak","Kabupaten","Fakfak, Kab."
"IDN2499","Makassar","Kota","Makassar, Kota"
"IDN2500","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2502","Kota Kediri","Kota","Kediri, Kota"
"IDN2501","Bantul","Kabupaten","Bantul, Kab."
"IDN336","Musi Rawas","Kabupaten","Musi Rawas, Kab."
"IDN2504","Jakarta Timur","Kota","Jakarta Timur, Kota"
"IDN337","Tolikara","Kabupaten","Tolikara, Kab."
"IDN339","Kota Jayapura","Kota","Jayapura, Kota"
"IDN338","Tolikara","Kabupaten","Tolikara, Kab."
"IDN2508","Maluku Tengah","Kabupaten","Maluku Tengah, Kab."
"IDN2507","Bandung","Kabupaten","Bandung, Kab."
"IDN342","Surakarta","Kota","Surakarta, Kota"
"IDN2512","Kolaka","Kabupaten","Kolaka, Kab."
"IDN2511","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN2513","Kota Medan","Kota","Medan, Kota"
"IDN343","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN2514","Aceh Barat","Kabupaten","Aceh Barat, Kab."
"IDN2515","Polewali Mandar","Kabupaten","Polewali Mandar, Kab."
"IDN344","Blora","Kabupaten","Blora, Kab."
"IDN2516","Aceh Timur","Kabupaten","Aceh Timur, Kab."
"IDN2517","Bangka Tengah","Kabupaten","Bangka Tengah, Kab."
"IDN345","Jakarta Timur","Kota","Jakarta Timur, Kota"
"IDN347","Kota Bekasi","Kota","Bekasi, Kota"
"IDN348","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2518","Kota Sorong","Kota","Sorong, Kota"
"IDN2519","Kampar","Kabupaten","Kampar, Kab."
"IDN2520","Intan Jaya","Kabupaten","Intan Jaya, Kab."
"IDN2522","Intan Jaya","Kabupaten","Intan Jaya, Kab."
"IDN2524","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2527","Mamuju Utara","Kabupaten","Mamuju Utara, Kab."
"IDN350","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2528","Kota Semarang","Kota","Semarang, Kota"
"IDN352","Kebumen","Kabupaten","Kebumen, Kab."
"IDN2529","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN353","Kota Medan","Kota","Medan, Kota"
"IDN2530","Subulussalam","Kota","Subulussalam, Kota"
"IDN2531","Bangka Tengah","Kabupaten","Bangka Tengah, Kab."
"IDN2532","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN2533","Surabaya","Kota","Surabaya, Kota"
"IDN2535","Surabaya","Kota","Surabaya, Kota"
"IDN2539","Bogor","Kabupaten","Bogor, Kab."
"IDN2537","Garut","Kabupaten","Garut, Kab."
"IDN2536","Garut","Kabupaten","Garut, Kab."
"IDN2538","Karimun","Kabupaten","Karimun, Kab."
"IDN2541","Kota Sukabumi","Kota","Sukabumi, Kota"
"IDN2540","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN356","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2542","Surabaya","Kota","Surabaya, Kota"
"IDN2543","Kota Malang","Kota","Malang, Kota"
"IDN2544","Jambi","Kota","Jambi, Kota"
"IDN2545","Bandung","Kabupaten","Bandung, Kab."
"IDN2546","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2547","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2549","Ambon","Kota","Ambon, Kota"
"IDN2550","Makassar","Kota","Makassar, Kota"
"IDN2551","Mataram","Kota","Mataram, Kota"
"IDN2553","Makassar","Kota","Makassar, Kota"
"IDN2552","Jakarta Timur","Kota","Jakarta Timur, Kota"
"IDN2555","Bangka Barat","Kabupaten","Bangka Barat, Kab."
"IDN357","Banyumas","Kabupaten","Banyumas, Kab."
"IDN2556","Manokwari","Kabupaten","Manokwari, Kab."
"IDN358","Palangka Raya","Kota","Palangka Raya, Kota"
"IDN11554","Lumajang","Kabupaten","Lumajang, Kab."
"IDN359","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2559","Lumajang","Kabupaten","Lumajang, Kab."
"IDN18368","Lumajang","Kabupaten","Lumajang, Kab."
"IDN2561","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2563","Kota Pontianak","Kota","Pontianak, Kota"
"IDN2562","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN2565","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN362","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN363","Mimika","Kabupaten","Mimika, Kab."
"IDN364","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2566","Sumenep","Kabupaten","Sumenep, Kab."
"IDN365","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN366","Banda Aceh","Kota","Banda Aceh, Kota"
"IDN2568","Musi Rawas","Kabupaten","Musi Rawas, Kab."
"IDN2569","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN613","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN2570","Demak","Kabupaten","Demak, Kab."
"IDN2571","Jakarta Utara","Kota","Jakarta Utara, Kota"
"IDN2572","Jepara","Kabupaten","Jepara, Kab."
"IDN2573","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN367","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2577","Kota Medan","Kota","Medan, Kota"
"IDN2576","Makassar","Kota","Makassar, Kota"
"IDN2574","Batam","Kota","Batam, Kota"
"IDN2575","Kota Jayapura","Kota","Jayapura, Kota"
"IDN369","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2579","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2580","Lamongan","Kabupaten","Lamongan, Kab."
"IDN370","Kota Bogor","Kota","Bogor, Kota"
"IDN2583","Pematangsiantar","Kota","Pematangsiantar, Kota"
"IDN2581","Kota Bandung","Kota","Bandung, Kota"
"IDN2582","Kota Kediri","Kota","Kediri, Kota"
"IDN2584","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN2585","Banyu Asin","Kabupaten","Banyu Asin, Kab."
"IDN2586","Kota Medan","Kota","Medan, Kota"
"IDN2587","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN368","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN614","Aceh Singkil","Kabupaten","Aceh Singkil, Kab."
"IDN2590","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2592","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2591","Batam","Kota","Batam, Kota"
"IDN2593","Boyolali","Kabupaten","Boyolali, Kab."
"IDN2594","Batam","Kota","Batam, Kota"
"IDN2598","Mojokerto","Kabupaten","Mojokerto, Kab."
"IDN2599","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN2597","Gresik","Kabupaten","Gresik, Kab."
"IDN2596","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2595","Kota Blitar","Kota","Blitar, Kota"
"IDN371","Kota Bandung","Kota","Bandung, Kota"
"IDN2601","Batam","Kota","Batam, Kota"
"IDN372","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2602","Jambi","Kota","Jambi, Kota"
"IDN2604","Bungo","Kabupaten","Bungo, Kab."
"IDN2603","Kota Bandung","Kota","Bandung, Kota"
"IDN373","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN375","Kota Medan","Kota","Medan, Kota"
"IDN376","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2605","Ogan Komering Ulu Selatan","Kabupaten","Ogan Komering Ulu Selatan, Kab."
"IDN2606","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2608","Sidoarjo","Kabupaten","Sidoarjo, Kab."
"IDN2609","Poso","Kabupaten","Poso, Kab."
"IDN377","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN2610","Batam","Kota","Batam, Kota"
"IDN2613","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN2612","Palembang","Kota","Palembang, Kota"
"IDN2614","Makassar","Kota","Makassar, Kota"
"IDN2611","Jambi","Kota","Jambi, Kota"
"IDN379","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2616","Manokwari","Kabupaten","Manokwari, Kab."
"IDN380","Surakarta","Kota","Surakarta, Kota"
"IDN382","Kota Yogyakarta","Kota","Yogyakarta, Kota"
"IDN381","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN617","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2617","Kota Bandung","Kota","Bandung, Kota"
"IDN2619","Bandung Barat","Kabupaten","Bandung Barat, Kab."
"IDN2618","Cimahi","Kota","Cimahi, Kota"
"IDN2621","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN2620","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN384","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2623","Cimahi","Kota","Cimahi, Kota"
"IDN386","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN385","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2625","Rembang","Kabupaten","Rembang, Kab."
"IDN2624","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2626","Kota Bogor","Kota","Bogor, Kota"
"IDN2627","Bangkalan","Kabupaten","Bangkalan, Kab."
"IDN2629","Makassar","Kota","Makassar, Kota"
"IDN2630","Kota Medan","Kota","Medan, Kota"
"IDN2631","Purwakarta","Kabupaten","Purwakarta, Kab."
"IDN387","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2628","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN2632","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2635","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN389","Kota Bandung","Kota","Bandung, Kota"
"IDN2636","Subulussalam","Kota","Subulussalam, Kota"
"IDN2634","Kota Jayapura","Kota","Jayapura, Kota"
"IDN2637","Jayawijaya","Kabupaten","Jayawijaya, Kab."
"IDN2639","Demak","Kabupaten","Demak, Kab."
"IDN2640","Makassar","Kota","Makassar, Kota"
"IDN2638","Bangkalan","Kabupaten","Bangkalan, Kab."
"IDN2646","Denpasar","Kota","Denpasar, Kota"
"IDN2642","Manado","Kota","Manado, Kota"
"IDN2643","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN2641","Kota Bogor","Kota","Bogor, Kota"
"IDN2644","Surabaya","Kota","Surabaya, Kota"
"IDN2647","Kota Kupang","Kota","Kupang, Kota"
"IDN390","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN9540","Jakarta Pusat","Kota","Jakarta Pusat, Kota"
"IDN391","Pekanbaru","Kota","Pekanbaru, Kota"
"IDN2649","Sabang","Kota","Sabang, Kota"
"IDN2648","Kota Bandung","Kota","Bandung, Kota"
"IDN2650","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN2651","Kota Pontianak","Kota","Pontianak, Kota"
"IDN2652","Kota Tangerang","Kota","Tangerang, Kota"
"IDN392","Tangerang Selatan","Kota","Tangerang Selatan, Kota"
"IDN2656","Ponorogo","Kabupaten","Ponorogo, Kab."
"IDN2657","Denpasar","Kota","Denpasar, Kota"
"IDN2655","Aceh Tamiang","Kabupaten","Aceh Tamiang, Kab."
"IDN2653","Kota Bandung","Kota","Bandung, Kota"
"IDN2654","Kota Bandung","Kota","Bandung, Kota"
"IDN394","Kota Medan","Kota","Medan, Kota"
"IDN395","Kota Bandung","Kota","Bandung, Kota"
"IDN393","Cimahi","Kota","Cimahi, Kota"
"IDN2658","Gresik","Kabupaten","Gresik, Kab."
"IDN2659","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN2661","Kampar","Kabupaten","Kampar, Kab."
"IDN2660","Batam","Kota","Batam, Kota"
"IDN396","Banyuwangi","Kabupaten","Banyuwangi, Kab."
"IDN2663","Timor Tengah Utara","Kabupaten","Timor Tengah Utara, Kab."
"IDN2664","Jakarta Barat","Kota","Jakarta Barat, Kota"
"IDN2662","Batam","Kota","Batam, Kota"
"IDN2667","Kota Bandung","Kota","Bandung, Kota"
"IDN400","Kota Bandung","Kota","Bandung, Kota"
"IDN2669","Jakarta Selatan","Kota","Jakarta Selatan, Kota"
"IDN2670","Nabire","Kabupaten","Nabire, Kab."
