"district","year","poverty_rate","extrapolated"
"Bekasi, Kota",2015,5.46,FALSE
"Bekasi, Kota",2016,5.06,FALSE
"Bekasi, Kota",2017,4.79,FALSE
"Bekasi, Kota",2018,4.11,FALSE
"Bekasi, Kota",2019,3.81,FALSE
"Bekasi, Kota",2020,4.38,FALSE
"Bekasi, Kota",2021,4.515,TRUE
"Bekasi, Kota",2022,4.65,TRUE
"Bekasi, Kota",2023,4.785,TRUE
"Bekasi, Kota",2024,4.92,TRUE
"Belitung Timur, Kab.",2015,7.33,FALSE
"Belitung Timur, Kab.",2016,6.99,FALSE
"Belitung Timur, Kab.",2017,6.81,FALSE
"Belitung Timur, Kab.",2018,7.06,FALSE
"Belitung Timur, Kab.",2019,6.6,FALSE
"Belitung Timur, Kab.",2020,6.52,FALSE
"Belitung Timur, Kab.",2021,6.25,TRUE
"Belitung Timur, Kab.",2022,5.98,TRUE
"Belitung Timur, Kab.",2023,5.71,TRUE
"Belitung Timur, Kab.",2024,5.44,TRUE
"Belitung, Kab.",2015,8.38,FALSE
"Belitung, Kab.",2016,7.85,FALSE
"Belitung, Kab.",2017,7.77,FALSE
"Belitung, Kab.",2018,7.56,FALSE
"Belitung, Kab.",2019,6.29,FALSE
"Belitung, Kab.",2020,6.27,FALSE
"Belitung, Kab.",2021,5.625,TRUE
"Belitung, Kab.",2022,4.98,TRUE
"Belitung, Kab.",2023,4.335,TRUE
"Belitung, Kab.",2024,3.69,TRUE
"Belu, Kab.",2015,16.81,FALSE
"Belu, Kab.",2016,15.82,FALSE
"Belu, Kab.",2017,15.95,FALSE
"Belu, Kab.",2018,15.7,FALSE
"Belu, Kab.",2019,15.54,FALSE
"Belu, Kab.",2020,15.37,FALSE
"Belu, Kab.",2021,15.205,TRUE
"Belu, Kab.",2022,15.04,TRUE
"Belu, Kab.",2023,14.875,TRUE
"Belu, Kab.",2024,14.71,TRUE
"Bener Meriah, Kab.",2015,21.55,FALSE
"Bener Meriah, Kab.",2016,21.43,FALSE
"Bener Meriah, Kab.",2017,21.14,FALSE
"Bener Meriah, Kab.",2018,20.13,FALSE
"Bener Meriah, Kab.",2019,19.3,FALSE
"Bener Meriah, Kab.",2020,18.89,FALSE
"Bener Meriah, Kab.",2021,18.27,TRUE
"Bener Meriah, Kab.",2022,17.65,TRUE
"Bener Meriah, Kab.",2023,17.03,TRUE
"Bener Meriah, Kab.",2024,16.41,TRUE
"Bengkalis, Kab.",2015,7.38,FALSE
"Bengkalis, Kab.",2016,6.82,FALSE
"Bengkalis, Kab.",2017,6.85,FALSE
"Bengkalis, Kab.",2018,6.22,FALSE
"Bengkalis, Kab.",2019,6.27,FALSE
"Bengkalis, Kab.",2020,6.4,FALSE
"Bengkalis, Kab.",2021,6.49,TRUE
"Bengkalis, Kab.",2022,6.58,TRUE
"Bengkalis, Kab.",2023,6.67,TRUE
"Bengkalis, Kab.",2024,6.76,TRUE
"Bengkayang, Kab.",2015,6.94,FALSE
"Bengkayang, Kab.",2016,7.46,FALSE
"Bengkayang, Kab.",2017,7.51,FALSE
"Bengkayang, Kab.",2018,7.17,FALSE
"Bengkayang, Kab.",2019,6.96,FALSE
"Bengkayang, Kab.",2020,6.62,FALSE
"Bengkayang, Kab.",2021,6.345,TRUE
"Bengkayang, Kab.",2022,6.07,TRUE
"Bengkayang, Kab.",2023,5.795,TRUE
"Bengkayang, Kab.",2024,5.52,TRUE
"Bengkulu Selatan, Kab.",2015,22.76,FALSE
"Bengkulu Selatan, Kab.",2016,22.1,FALSE
"Bengkulu Selatan, Kab.",2017,21.06,FALSE
"Bengkulu Selatan, Kab.",2018,18.65,FALSE
"Bengkulu Selatan, Kab.",2019,18.54,FALSE
"Bengkulu Selatan, Kab.",2020,17.82,FALSE
"Bengkulu Selatan, Kab.",2021,17.405,TRUE
"Bengkulu Selatan, Kab.",2022,16.99,TRUE
"Bengkulu Selatan, Kab.",2023,16.575,TRUE
"Bengkulu Selatan, Kab.",2024,16.16,TRUE
"Bengkulu Tengah, Kab.",2015,8.33,FALSE
"Bengkulu Tengah, Kab.",2016,8.71,FALSE
"Bengkulu Tengah, Kab.",2017,8.41,FALSE
"Bengkulu Tengah, Kab.",2018,8.2,FALSE
"Bengkulu Tengah, Kab.",2019,8.8,FALSE
"Bengkulu Tengah, Kab.",2020,9.3,FALSE
"Bengkulu Tengah, Kab.",2021,9.85,TRUE
"Bengkulu Tengah, Kab.",2022,10.4,TRUE
"Bengkulu Tengah, Kab.",2023,10.95,TRUE
"Bengkulu Tengah, Kab.",2024,11.5,TRUE
"Bengkulu Utara, Kab.",2015,14.78,FALSE
"Bengkulu Utara, Kab.",2016,13.67,FALSE
"Bengkulu Utara, Kab.",2017,13.11,FALSE
"Bengkulu Utara, Kab.",2018,11.81,FALSE
"Bengkulu Utara, Kab.",2019,11.65,FALSE
"Bengkulu Utara, Kab.",2020,11.67,FALSE
"Bengkulu Utara, Kab.",2021,11.6,TRUE
"Bengkulu Utara, Kab.",2022,11.53,TRUE
"Bengkulu Utara, Kab.",2023,11.46,TRUE
"Bengkulu Utara, Kab.",2024,11.39,TRUE
"Bengkulu, Kota",2015,21.14,FALSE
"Bengkulu, Kota",2016,20.72,FALSE
"Bengkulu, Kota",2017,19.18,FALSE
"Bengkulu, Kota",2018,18.82,FALSE
"Bengkulu, Kota",2019,18.09,FALSE
"Bengkulu, Kota",2020,17.65,FALSE
"Bengkulu, Kota",2021,17.065,TRUE
"Bengkulu, Kota",2022,16.48,TRUE
"Bengkulu, Kota",2023,15.895,TRUE
"Bengkulu, Kota",2024,15.31,TRUE
"Berau, Kab.",2015,5.33,FALSE
"Berau, Kab.",2016,5.37,FALSE
"Berau, Kab.",2017,5.41,FALSE
"Berau, Kab.",2018,5.04,FALSE
"Berau, Kab.",2019,5.04,FALSE
"Berau, Kab.",2020,5.19,FALSE
"Berau, Kab.",2021,5.265,TRUE
"Berau, Kab.",2022,5.34,TRUE
"Berau, Kab.",2023,5.415,TRUE
"Berau, Kab.",2024,5.49,TRUE
"Biak Numfor, Kab.",2015,27.23,FALSE
"Biak Numfor, Kab.",2016,26.99,FALSE
"Biak Numfor, Kab.",2017,25.44,FALSE
"Biak Numfor, Kab.",2018,25.72,FALSE
"Biak Numfor, Kab.",2019,25.5,FALSE
"Biak Numfor, Kab.",2020,24.57,FALSE
"Biak Numfor, Kab.",2021,23.995,TRUE
"Biak Numfor, Kab.",2022,23.42,TRUE
"Biak Numfor, Kab.",2023,22.845,TRUE
"Biak Numfor, Kab.",2024,22.27,TRUE
"Bima, Kab.",2015,15.78,FALSE
"Bima, Kab.",2016,15.31,FALSE
"Bima, Kab.",2017,15.1,FALSE
"Bima, Kab.",2018,14.84,FALSE
"Bima, Kab.",2019,14.76,FALSE
"Bima, Kab.",2020,14.49,FALSE
"Bima, Kab.",2021,14.315,TRUE
"Bima, Kab.",2022,14.14,TRUE
"Bima, Kab.",2023,13.965,TRUE
"Bima, Kab.",2024,13.79,TRUE
"Bima, Kota",2015,9.85,FALSE
"Bima, Kota",2016,9.51,FALSE
"Bima, Kota",2017,9.27,FALSE
"Bima, Kota",2018,8.79,FALSE
"Bima, Kota",2019,8.6,FALSE
"Bima, Kota",2020,8.35,FALSE
"Bima, Kota",2021,8.13,TRUE
"Bima, Kota",2022,7.91,TRUE
"Bima, Kota",2023,7.69,TRUE
"Bima, Kota",2024,7.47,TRUE
"Binjai, Kota",2015,7.03,FALSE
"Binjai, Kota",2016,6.67,FALSE
"Binjai, Kota",2017,6.75,FALSE
"Binjai, Kota",2018,5.88,FALSE
"Binjai, Kota",2019,5.66,FALSE
"Binjai, Kota",2020,5.71,FALSE
"Binjai, Kota",2021,5.625,TRUE
"Binjai, Kota",2022,5.54,TRUE
"Binjai, Kota",2023,5.455,TRUE
"Binjai, Kota",2024,5.37,TRUE
"Bintan, Kab.",2015,6.07,FALSE
"Bintan, Kab.",2016,6.43,FALSE
"Bintan, Kab.",2017,6.01,FALSE
"Bintan, Kab.",2018,6.61,FALSE
"Bintan, Kab.",2019,6.37,FALSE
"Bintan, Kab.",2020,6.36,FALSE
"Bintan, Kab.",2021,6.235,TRUE
"Bintan, Kab.",2022,6.11,TRUE
"Bintan, Kab.",2023,5.985,TRUE
"Bintan, Kab.",2024,5.86,TRUE
"Bireuen, Kab.",2015,16.94,FALSE
"Bireuen, Kab.",2016,15.95,FALSE
"Bireuen, Kab.",2017,15.87,FALSE
"Bireuen, Kab.",2018,14.31,FALSE
"Bireuen, Kab.",2019,13.56,FALSE
"Bireuen, Kab.",2020,13.06,FALSE
"Bireuen, Kab.",2021,12.435,TRUE
"Bireuen, Kab.",2022,11.81,TRUE
"Bireuen, Kab.",2023,11.185,TRUE
"Bireuen, Kab.",2024,10.56,TRUE
"Bitung, Kota",2015,6.87,FALSE
"Bitung, Kota",2016,6.57,FALSE
"Bitung, Kota",2017,6.62,FALSE
"Bitung, Kota",2018,6.67,FALSE
"Bitung, Kota",2019,6.49,FALSE
"Bitung, Kota",2020,6.41,FALSE
"Bitung, Kota",2021,6.28,TRUE
"Bitung, Kota",2022,6.15,TRUE
"Bitung, Kota",2023,6.02,TRUE
"Bitung, Kota",2024,5.89,TRUE
"Blitar, Kab.",2015,9.97,FALSE
"Blitar, Kab.",2016,9.88,FALSE
"Blitar, Kab.",2017,9.8,FALSE
"Blitar, Kab.",2018,9.72,FALSE
"Blitar, Kab.",2019,8.94,FALSE
"Blitar, Kab.",2020,9.33,FALSE
"Blitar, Kab.",2021,9.135,TRUE
"Blitar, Kab.",2022,8.94,TRUE
"Blitar, Kab.",2023,8.745,TRUE
"Blitar, Kab.",2024,8.55,TRUE
"Blitar, Kota",2015,7.29,FALSE
"Blitar, Kota",2016,7.18,FALSE
"Blitar, Kota",2017,8.03,FALSE
"Blitar, Kota",2018,7.44,FALSE
"Blitar, Kota",2019,7.13,FALSE
"Blitar, Kota",2020,7.78,FALSE
"Blitar, Kota",2021,7.95,TRUE
"Blitar, Kota",2022,8.12,TRUE
"Blitar, Kota",2023,8.29,TRUE
"Blitar, Kota",2024,8.46,TRUE
"Blora, Kab.",2015,13.52,FALSE
"Blora, Kab.",2016,13.33,FALSE
"Blora, Kab.",2017,13.04,FALSE
"Blora, Kab.",2018,11.9,FALSE
"Blora, Kab.",2019,11.32,FALSE
"Blora, Kab.",2020,11.96,FALSE
"Blora, Kab.",2021,11.99,TRUE
"Blora, Kab.",2022,12.02,TRUE
"Blora, Kab.",2023,12.05,TRUE
"Blora, Kab.",2024,12.08,TRUE
"Boalemo, Kab.",2015,21.67,FALSE
"Boalemo, Kab.",2016,21.11,FALSE
"Boalemo, Kab.",2017,21.85,FALSE
"Boalemo, Kab.",2018,20.33,FALSE
"Boalemo, Kab.",2019,18.87,FALSE
"Boalemo, Kab.",2020,18.57,FALSE
"Boalemo, Kab.",2021,17.69,TRUE
"Boalemo, Kab.",2022,16.81,TRUE
"Boalemo, Kab.",2023,15.93,TRUE
"Boalemo, Kab.",2024,15.05,TRUE
"Bogor, Kab.",2015,8.96,FALSE
"Bogor, Kab.",2016,8.83,FALSE
"Bogor, Kab.",2017,8.57,FALSE
"Bogor, Kab.",2018,7.14,FALSE
"Bogor, Kab.",2019,6.66,FALSE
"Bogor, Kab.",2020,7.69,FALSE
"Bogor, Kab.",2021,7.965,TRUE
"Bogor, Kab.",2022,8.24,TRUE
"Bogor, Kab.",2023,8.515,TRUE
"Bogor, Kab.",2024,8.79,TRUE
"Bogor, Kota",2015,7.6,FALSE
"Bogor, Kota",2016,7.29,FALSE
"Bogor, Kota",2017,7.11,FALSE
"Bogor, Kota",2018,5.93,FALSE
"Bogor, Kota",2019,5.77,FALSE
"Bogor, Kota",2020,6.68,FALSE
"Bogor, Kota",2021,7.055,TRUE
"Bogor, Kota",2022,7.43,TRUE
"Bogor, Kota",2023,7.805,TRUE
"Bogor, Kota",2024,8.18,TRUE
"Bojonegoro, Kab.",2015,15.71,FALSE
"Bojonegoro, Kab.",2016,14.6,FALSE
"Bojonegoro, Kab.",2017,14.34,FALSE
"Bojonegoro, Kab.",2018,13.16,FALSE
"Bojonegoro, Kab.",2019,12.38,FALSE
"Bojonegoro, Kab.",2020,12.87,FALSE
"Bojonegoro, Kab.",2021,12.725,TRUE
"Bojonegoro, Kab.",2022,12.58,TRUE
"Bojonegoro, Kab.",2023,12.435,TRUE
"Bojonegoro, Kab.",2024,12.29,TRUE
"Bolaang Mongondow Selatan, Kab.",2015,15.17,FALSE
"Bolaang Mongondow Selatan, Kab.",2016,14.85,FALSE
"Bolaang Mongondow Selatan, Kab.",2017,14.16,FALSE
"Bolaang Mongondow Selatan, Kab.",2018,13.6,FALSE
"Bolaang Mongondow Selatan, Kab.",2019,13.27,FALSE
"Bolaang Mongondow Selatan, Kab.",2020,12.77,FALSE
"Bolaang Mongondow Selatan, Kab.",2021,12.355,TRUE
"Bolaang Mongondow Selatan, Kab.",2022,11.94,TRUE
"Bolaang Mongondow Selatan, Kab.",2023,11.525,TRUE
"Bolaang Mongondow Selatan, Kab.",2024,11.11,TRUE
"Bolaang Mongondow Timur, Kab.",2015,6.9,FALSE
"Bolaang Mongondow Timur, Kab.",2016,6.77,FALSE
"Bolaang Mongondow Timur, Kab.",2017,6.2,FALSE
"Bolaang Mongondow Timur, Kab.",2018,6.03,FALSE
"Bolaang Mongondow Timur, Kab.",2019,6.1,FALSE
"Bolaang Mongondow Timur, Kab.",2020,5.88,FALSE
"Bolaang Mongondow Timur, Kab.",2021,5.805,TRUE
"Bolaang Mongondow Timur, Kab.",2022,5.73,TRUE
"Bolaang Mongondow Timur, Kab.",2023,5.655,TRUE
"Bolaang Mongondow Timur, Kab.",2024,5.58,TRUE
"Bolaang Mongondow Utara, Kab.",2015,9.72,FALSE
"Bolaang Mongondow Utara, Kab.",2016,9.38,FALSE
"Bolaang Mongondow Utara, Kab.",2017,8.89,FALSE
"Bolaang Mongondow Utara, Kab.",2018,8.64,FALSE
"Bolaang Mongondow Utara, Kab.",2019,8.45,FALSE
"Bolaang Mongondow Utara, Kab.",2020,8.41,FALSE
"Bolaang Mongondow Utara, Kab.",2021,8.295,TRUE
"Bolaang Mongondow Utara, Kab.",2022,8.18,TRUE
"Bolaang Mongondow Utara, Kab.",2023,8.065,TRUE
"Bolaang Mongondow Utara, Kab.",2024,7.95,TRUE
"Bolaang Mongondow, Kab.",2015,8.63,FALSE
"Bolaang Mongondow, Kab.",2016,8.34,FALSE
"Bolaang Mongondow, Kab.",2017,8.02,FALSE
"Bolaang Mongondow, Kab.",2018,7.67,FALSE
"Bolaang Mongondow, Kab.",2019,7.47,FALSE
"Bolaang Mongondow, Kab.",2020,7.27,FALSE
"Bolaang Mongondow, Kab.",2021,7.07,TRUE
"Bolaang Mongondow, Kab.",2022,6.87,TRUE
"Bolaang Mongondow, Kab.",2023,6.67,TRUE
"Bolaang Mongondow, Kab.",2024,6.47,TRUE
"Bombana, Kab.",2015,12.55,FALSE
"Bombana, Kab.",2016,13.06,FALSE
"Bombana, Kab.",2017,12.36,FALSE
"Bombana, Kab.",2018,11.05,FALSE
"Bombana, Kab.",2019,10.56,FALSE
"Bombana, Kab.",2020,10.01,FALSE
"Bombana, Kab.",2021,9.49,TRUE
"Bombana, Kab.",2022,8.97,TRUE
"Bombana, Kab.",2023,8.45,TRUE
"Bombana, Kab.",2024,7.93,TRUE
"Bondowoso, Kab.",2015,14.96,FALSE
"Bondowoso, Kab.",2016,15,FALSE
"Bondowoso, Kab.",2017,14.54,FALSE
"Bondowoso, Kab.",2018,14.39,FALSE
"Bondowoso, Kab.",2019,13.33,FALSE
"Bondowoso, Kab.",2020,14.17,FALSE
"Bondowoso, Kab.",2021,14.06,TRUE
"Bondowoso, Kab.",2022,13.95,TRUE
"Bondowoso, Kab.",2023,13.84,TRUE
"Bondowoso, Kab.",2024,13.73,TRUE
"Bone Bolango, Kab.",2015,18.49,FALSE
"Bone Bolango, Kab.",2016,17.97,FALSE
"Bone Bolango, Kab.",2017,17.81,FALSE
"Bone Bolango, Kab.",2018,17.4,FALSE
"Bone Bolango, Kab.",2019,16.12,FALSE
"Bone Bolango, Kab.",2020,15.81,FALSE
"Bone Bolango, Kab.",2021,15.015,TRUE
"Bone Bolango, Kab.",2022,14.22,TRUE
"Bone Bolango, Kab.",2023,13.425,TRUE
"Bone Bolango, Kab.",2024,12.63,TRUE
"Bone, Kab.",2015,10.12,FALSE
"Bone, Kab.",2016,10.07,FALSE
"Bone, Kab.",2017,10.28,FALSE
"Bone, Kab.",2018,10.55,FALSE
"Bone, Kab.",2019,10.06,FALSE
"Bone, Kab.",2020,10.68,FALSE
"Bone, Kab.",2021,10.745,TRUE
"Bone, Kab.",2022,10.81,TRUE
"Bone, Kab.",2023,10.875,TRUE
"Bone, Kab.",2024,10.94,TRUE
"Bontang, Kota",2015,5.06,FALSE
"Bontang, Kota",2016,5.18,FALSE
"Bontang, Kota",2017,5.16,FALSE
"Bontang, Kota",2018,4.67,FALSE
"Bontang, Kota",2019,4.22,FALSE
"Bontang, Kota",2020,4.38,FALSE
"Bontang, Kota",2021,4.235,TRUE
"Bontang, Kota",2022,4.09,TRUE
"Bontang, Kota",2023,3.945,TRUE
"Bontang, Kota",2024,3.8,TRUE
"Boven Digoel, Kab.",2015,19.5,FALSE
"Boven Digoel, Kab.",2016,20.82,FALSE
"Boven Digoel, Kab.",2017,19.9,FALSE
"Boven Digoel, Kab.",2018,20.35,FALSE
"Boven Digoel, Kab.",2019,19.66,FALSE
"Boven Digoel, Kab.",2020,19.41,FALSE
"Boven Digoel, Kab.",2021,18.94,TRUE
"Boven Digoel, Kab.",2022,18.47,TRUE
"Boven Digoel, Kab.",2023,18,TRUE
"Boven Digoel, Kab.",2024,17.53,TRUE
"Boyolali, Kab.",2015,12.45,FALSE
"Boyolali, Kab.",2016,12.09,FALSE
"Boyolali, Kab.",2017,11.96,FALSE
"Boyolali, Kab.",2018,10.04,FALSE
"Boyolali, Kab.",2019,9.53,FALSE
"Boyolali, Kab.",2020,10.18,FALSE
"Boyolali, Kab.",2021,10.25,TRUE
"Boyolali, Kab.",2022,10.32,TRUE
"Boyolali, Kab.",2023,10.39,TRUE
"Boyolali, Kab.",2024,10.46,TRUE
"Brebes, Kab.",2015,19.79,FALSE
"Brebes, Kab.",2016,19.47,FALSE
"Brebes, Kab.",2017,19.14,FALSE
"Brebes, Kab.",2018,17.17,FALSE
"Brebes, Kab.",2019,16.22,FALSE
"Brebes, Kab.",2020,17.03,FALSE
"Brebes, Kab.",2021,16.96,TRUE
"Brebes, Kab.",2022,16.89,TRUE
"Brebes, Kab.",2023,16.82,TRUE
"Brebes, Kab.",2024,16.75,TRUE
"Bukittinggi, Kota",2015,5.36,FALSE
"Bukittinggi, Kota",2016,5.48,FALSE
"Bukittinggi, Kota",2017,5.35,FALSE
"Bukittinggi, Kota",2018,4.92,FALSE
"Bukittinggi, Kota",2019,4.6,FALSE
"Bukittinggi, Kota",2020,4.54,FALSE
"Bukittinggi, Kota",2021,4.35,TRUE
"Bukittinggi, Kota",2022,4.16,TRUE
"Bukittinggi, Kota",2023,3.97,TRUE
"Bukittinggi, Kota",2024,3.78,TRUE
"Buleleng, Kab.",2015,6.74,FALSE
"Buleleng, Kab.",2016,5.79,FALSE
"Buleleng, Kab.",2017,5.74,FALSE
"Buleleng, Kab.",2018,5.36,FALSE
"Buleleng, Kab.",2019,5.19,FALSE
"Buleleng, Kab.",2020,5.32,FALSE
"Buleleng, Kab.",2021,5.3,TRUE
"Buleleng, Kab.",2022,5.28,TRUE
"Buleleng, Kab.",2023,5.26,TRUE
"Buleleng, Kab.",2024,5.24,TRUE
"Bulukumba, Kab.",2015,8.15,FALSE
"Bulukumba, Kab.",2016,8.06,FALSE
"Bulukumba, Kab.",2017,7.97,FALSE
"Bulukumba, Kab.",2018,7.48,FALSE
"Bulukumba, Kab.",2019,7.26,FALSE
"Bulukumba, Kab.",2020,7.1,FALSE
"Bulukumba, Kab.",2021,6.91,TRUE
"Bulukumba, Kab.",2022,6.72,TRUE
"Bulukumba, Kab.",2023,6.53,TRUE
"Bulukumba, Kab.",2024,6.34,TRUE
"Bulungan, Kab.",2015,8.5,FALSE
"Bulungan, Kab.",2016,8.99,FALSE
"Bulungan, Kab.",2017,9.93,FALSE
"Bulungan, Kab.",2018,9.44,FALSE
"Bulungan, Kab.",2019,8.78,FALSE
"Bulungan, Kab.",2020,9.06,FALSE
"Bulungan, Kab.",2021,8.87,TRUE
"Bulungan, Kab.",2022,8.68,TRUE
"Bulungan, Kab.",2023,8.49,TRUE
"Bulungan, Kab.",2024,8.3,TRUE
"Bungo, Kab.",2015,5.7,FALSE
"Bungo, Kab.",2016,5.99,FALSE
"Bungo, Kab.",2017,5.82,FALSE
"Bungo, Kab.",2018,5.78,FALSE
"Bungo, Kab.",2019,5.6,FALSE
"Bungo, Kab.",2020,5.8,FALSE
"Bungo, Kab.",2021,5.81,TRUE
"Bungo, Kab.",2022,5.82,TRUE
"Bungo, Kab.",2023,5.83,TRUE
"Bungo, Kab.",2024,5.84,TRUE
"Buol, Kab.",2015,16.36,FALSE
"Buol, Kab.",2016,16.68,FALSE
"Buol, Kab.",2017,16.65,FALSE
"Buol, Kab.",2018,16.08,FALSE
"Buol, Kab.",2019,15.19,FALSE
"Buol, Kab.",2020,13.93,FALSE
"Buol, Kab.",2021,12.855,TRUE
"Buol, Kab.",2022,11.78,TRUE
"Buol, Kab.",2023,10.705,TRUE
"Buol, Kab.",2024,9.63,TRUE
"Buru Selatan, Kab.",2015,17.58,FALSE
"Buru Selatan, Kab.",2016,16.86,FALSE
"Buru Selatan, Kab.",2017,16.83,FALSE
"Buru Selatan, Kab.",2018,16.31,FALSE
"Buru Selatan, Kab.",2019,16.13,FALSE
"Buru Selatan, Kab.",2020,15.75,FALSE
"Buru Selatan, Kab.",2021,15.47,TRUE
"Buru Selatan, Kab.",2022,15.19,TRUE
"Buru Selatan, Kab.",2023,14.91,TRUE
"Buru Selatan, Kab.",2024,14.63,TRUE
"Buru, Kab.",2015,18.47,FALSE
"Buru, Kab.",2016,18.02,FALSE
"Buru, Kab.",2017,17.4,FALSE
"Buru, Kab.",2018,17.03,FALSE
"Buru, Kab.",2019,16.74,FALSE
"Buru, Kab.",2020,16.64,FALSE
"Buru, Kab.",2021,16.445,TRUE
"Buru, Kab.",2022,16.25,TRUE
"Buru, Kab.",2023,16.055,TRUE
"Buru, Kab.",2024,15.86,TRUE
"Buton Selatan, Kab.",2016,13.74,FALSE
"Buton Selatan, Kab.",2017,15.99,FALSE
"Buton Selatan, Kab.",2018,14.82,FALSE
"Buton Selatan, Kab.",2019,14.66,FALSE
"Buton Selatan, Kab.",2020,14.11,FALSE
"Buton Selatan, Kab.",2021,13.755,TRUE
"Buton Selatan, Kab.",2022,13.4,TRUE
"Buton Selatan, Kab.",2023,13.045,TRUE
"Buton Selatan, Kab.",2024,12.69,TRUE
"Buton Tengah, Kab.",2016,13.69,FALSE
"Buton Tengah, Kab.",2017,18.35,FALSE
"Buton Tengah, Kab.",2018,14.88,FALSE
"Buton Tengah, Kab.",2019,15.77,FALSE
"Buton Tengah, Kab.",2020,15.32,FALSE
"Buton Tengah, Kab.",2021,15.54,TRUE
"Buton Tengah, Kab.",2022,15.76,TRUE
"Buton Tengah, Kab.",2023,15.98,TRUE
"Buton Tengah, Kab.",2024,16.2,TRUE
"Buton Utara, Kab.",2015,15.86,FALSE
"Buton Utara, Kab.",2016,15.78,FALSE
"Buton Utara, Kab.",2017,15.58,FALSE
"Buton Utara, Kab.",2018,14.93,FALSE
"Buton Utara, Kab.",2019,14.38,FALSE
"Buton Utara, Kab.",2020,14.1,FALSE
"Buton Utara, Kab.",2021,13.685,TRUE
"Buton Utara, Kab.",2022,13.27,TRUE
"Buton Utara, Kab.",2023,12.855,TRUE
"Buton Utara, Kab.",2024,12.44,TRUE
"Buton, Kab.",2015,13.75,FALSE
"Buton, Kab.",2016,13.22,FALSE
"Buton, Kab.",2017,13.46,FALSE
"Buton, Kab.",2018,13.67,FALSE
"Buton, Kab.",2019,13.65,FALSE
"Buton, Kab.",2020,13.21,FALSE
"Buton, Kab.",2021,12.98,TRUE
"Buton, Kab.",2022,12.75,TRUE
"Buton, Kab.",2023,12.52,TRUE
"Buton, Kab.",2024,12.29,TRUE
"Ciamis, Kab.",2015,8.98,FALSE
"Ciamis, Kab.",2016,8.42,FALSE
"Ciamis, Kab.",2017,8.2,FALSE
"Ciamis, Kab.",2018,7.22,FALSE
"Ciamis, Kab.",2019,6.65,FALSE
"Ciamis, Kab.",2020,7.62,FALSE
"Ciamis, Kab.",2021,7.82,TRUE
"Ciamis, Kab.",2022,8.02,TRUE
"Ciamis, Kab.",2023,8.22,TRUE
"Ciamis, Kab.",2024,8.42,TRUE
"Cianjur, Kab.",2015,12.21,FALSE
"Cianjur, Kab.",2016,11.62,FALSE
"Cianjur, Kab.",2017,11.41,FALSE
"Cianjur, Kab.",2018,9.81,FALSE
"Cianjur, Kab.",2019,9.15,FALSE
"Cianjur, Kab.",2020,10.36,FALSE
"Cianjur, Kab.",2021,10.635,TRUE
"Cianjur, Kab.",2022,10.91,TRUE
"Cianjur, Kab.",2023,11.185,TRUE
"Cianjur, Kab.",2024,11.46,TRUE
"Cilacap, Kab.",2015,14.39,FALSE
"Cilacap, Kab.",2016,14.12,FALSE
"Cilacap, Kab.",2017,13.94,FALSE
"Cilacap, Kab.",2018,11.25,FALSE
"Cilacap, Kab.",2019,10.73,FALSE
"Cilacap, Kab.",2020,11.46,FALSE
"Cilacap, Kab.",2021,11.565,TRUE
"Cilacap, Kab.",2022,11.67,TRUE
"Cilacap, Kab.",2023,11.775,TRUE
"Cilacap, Kab.",2024,11.88,TRUE
"Cilegon, Kota",2015,4.1,FALSE
"Cilegon, Kota",2016,3.57,FALSE
"Cilegon, Kota",2017,3.52,FALSE
"Cilegon, Kota",2018,3.25,FALSE
"Cilegon, Kota",2019,3.03,FALSE
"Cilegon, Kota",2020,3.69,FALSE
"Cilegon, Kota",2021,3.91,TRUE
"Cilegon, Kota",2022,4.13,TRUE
"Cilegon, Kota",2023,4.35,TRUE
"Cilegon, Kota",2024,4.57,TRUE
"Cimahi, Kota",2015,5.84,FALSE
"Cimahi, Kota",2016,5.92,FALSE
"Cimahi, Kota",2017,5.76,FALSE
"Cimahi, Kota",2018,4.94,FALSE
"Cimahi, Kota",2019,4.39,FALSE
"Cimahi, Kota",2020,5.11,FALSE
"Cimahi, Kota",2021,5.195,TRUE
"Cimahi, Kota",2022,5.28,TRUE
"Cimahi, Kota",2023,5.365,TRUE
"Cimahi, Kota",2024,5.45,TRUE
"Cirebon, Kab.",2015,14.77,FALSE
"Cirebon, Kab.",2016,13.49,FALSE
"Cirebon, Kab.",2017,12.97,FALSE
"Cirebon, Kab.",2018,10.7,FALSE
"Cirebon, Kab.",2019,9.94,FALSE
"Cirebon, Kab.",2020,11.24,FALSE
"Cirebon, Kab.",2021,11.51,TRUE
"Cirebon, Kab.",2022,11.78,TRUE
"Cirebon, Kab.",2023,12.05,TRUE
"Cirebon, Kab.",2024,12.32,TRUE
"Cirebon, Kota",2015,10.36,FALSE
"Cirebon, Kota",2016,9.73,FALSE
"Cirebon, Kota",2017,9.66,FALSE
"Cirebon, Kota",2018,8.88,FALSE
"Cirebon, Kota",2019,8.41,FALSE
"Cirebon, Kota",2020,9.52,FALSE
"Cirebon, Kota",2021,9.84,TRUE
"Cirebon, Kota",2022,10.16,TRUE
"Cirebon, Kota",2023,10.48,TRUE
"Cirebon, Kota",2024,10.8,TRUE
"Dairi, Kab.",2015,9.09,FALSE
"Dairi, Kab.",2016,8.9,FALSE
"Dairi, Kab.",2017,8.87,FALSE
